po_number,code_art,product_name,quantity,measurement_unit,unit_price,comment
10000717,TARJETAINTERNADEMONITOREOSNMPCS102311058_84968ED9,TARJETA INTERNA DE MONITOREO SNMP CS102 311058,1,unidades,662.7,
10000718,CARTUCHODEGASPARAMECHEROBUNSENCOD0500300_09BD85F5,"CARTUCHO DE GAS PARA MECHERO BUNSEN COD 050.03.001 ISOLAB, PARA MECHERO BUNSEN 050.01.004",1,unidades,55.08,
10000719,SERVICIODEMANTENIMIENTOYREPARACION_88A4CA27,SERVICIO DE MANTENIMIENTO Y REPARACION,1,unidades,721.0,
10000720,LICENCIAMSWINDOWS11PROWIN64BITSALLLANGUA_FEA31D39,LICENCIA MS WINDOWS 11 PRO WIN 64 BITS ALL LANGUAGUES,6,unidades,45.0,
10000721,CABLEPODERSCHUKO3X14X180MAMERICANNET_F568F4FF,CABLE PODER SCHUKO 3X14 X 1.80M -  AMERICAN NET,44,unidades,15.0,
10000722,GEFORCERTX5070GAMINGOC12GGVN5070GAMINGOC_FA8577CF,GEFORCE® RTX™ 5070 GAMING OC 12G GV-N5070GAMING OC-12GD 1.0,1,unidades,669.3,
10000723,S300SERVIDORDECOMUNICACIONESIPPBXMODELOS_76FCC9C6,"S300 SERVIDOR DE COMUNICACIONES IP PBX MODELO S300, MARCA YEASTAR",1,unidades,784.0,
10000723,SIPT30PTELÉFONOIPEJECUTIVOMODELOSIPT30PM_7CD36FF9,"SIP-T30P TELÉFONO IP EJECUTIVO MODELO SIP-T30P, MARCA YEALI",8,unidades,31.5,
10000723,SIPT46UTELÉFONOIPDEESCRITORIOMODELOSIPT4_E6416B51,"SIP-T46U TELÉFONO IP DE ESCRITORIO MODELO SIP-T46U, MARCA YEALINK",3,unidades,114.28,
10000723,SIPT43UTELÉFONOIPDEESCRITORIOMODELOSIPT4_2356D6B2,"SIP-T43U TELÉFONO IP DE ESCRITORIO MODELO SIP-T43U, MARCA YE",1,unidades,81.41,
10000723,EXP43MÓDULODEEXPANSIÓNMODELOEXP43MARCAYE_B632496A,"EXP43 MÓDULO DE EXPANSIÓN MODELO EXP43, MARCA YEALINK",1,unidades,64.85,
10000724,PANTALONDRILLAZULTIPOCARGOCONCINTAREFLEC_80226E60,PANTALON DRILL AZUL TIPO CARGO CON CINTA REFLECTIVA,3,unidades,38.14,
10000725,CABLENETCONNECTCAT6UUTP24AWGLSZH3CAJAX30_3D180973,"CABLE NETCONNECT CAT6 U/UTP 24AWG LSZH-3 , CAJA x 305 METROS 0307001041",1,unidades,145.2,
10000725,PLUGMODULARNOBLINDADOCAT66APARAINSULACIÓ_E2F9A5D2,"PLUG MODULAR NO BLINDADO  CAT6/6A, PARA INSULACIÓN  1.09 MM DIAM., BOLSA X 100",100,unidades,0.28,
10000725,PATCHCORDNETCONNECTCAT6UTPLSZHAZUL1METRO_D59FE274,"PATCH CORD NETCONNECT CAT 6 UTP LSZH, AZUL, 1 METRO (0307001029)",4,unidades,4.78,
10000725,PATCHCORDNETCONNECTCAT6UTPLSZHAZUL3METRO_CD31F23C,"PATCH CORD NETCONNECT CAT 6 UTP LSZH, AZUL, 3 METROS (0307001030)",4,unidades,6.68,
10000725,FACEPLATEUNIVERSAL2PORTSCONLABELCOLORPRO_A082BD51,"FACE PLATE UNIVERSAL-2 PORTS CON LABEL, COLOR PROWHITE (0307001053)",4,unidades,2.21,
10000725,TAPACIEGACSTIPOMCOLORBLANCOBOLSAX1000307_50F8F787,"TAPA CIEGA CS TIPO M, COLOR BLANCO, BOLSA x 100 (0307001054)",100,unidades,0.26,
10000726,101R00582DRUMXEROXBLACKVLB600B605B610B61_FB0EEF31,101R00582 - DRUM XEROX BLACK - VL  B600/B605/B610/B615 (60K),1,unidades,259.0,
10000727,RACKPARATVTECHODECONCRETOCOMPATIBLETV326_DDD5E728,RACK PARA TV - TECHO DE CONCRETO  COMPATIBLE TV:32-65 PULG CAPACIDAD DE CARGA: 50KG,3,unidades,161.02,
10000728,U00028POLOALGODÓN201MLARGASLOGOSXL_1685A933,U00028 POLO ALGODÓN 20/1 M/LARGA S/LOGO (S-XL),21,unidades,15.5,
10000728,V00004LENTESDESEGURIDADARGONAFOSCUROSLIB_9A730534,V00004 LENTES DE SEGURIDAD ARGON AF OSCUROS // LIBUS,15,unidades,2.9,
10000728,V00003LENTESDESEGURIDADARGONAFCLAROSLIBU_18605F69,V00003 LENTES DE SEGURIDAD ARGON AF CLAROS // LIBUS,15,unidades,2.9,
10000728,V00039SOBRELENTESDESEGURIDADCLAROSOTGCLU_B43837FA,V00039 SOBRELENTES DE SEGURIDAD CLAROS OTG // CLUTE,15,unidades,14.0,
10000728,H00055GUANTESG40KLEENGUARDNITRILOKIMBERL_61160871,H00055 GUANTES G40 KLEENGUARD NITRILO // KIMBERLY CLARK,20,unidades,8.6,
10000728,U00021CAPOTINIMPERMEABLEPVCSEGPRO_C44EF26B,U00021 CAPOTIN IMPERMEABLE PVC // SEGPRO,10,unidades,15.5,
10000729,U00028POLOALGODÓN201MLARGASLOGOSXL_1685A933,U00028 POLO ALGODÓN 20/1 M/LARGA S/LOGO (S-XL),21,unidades,15.5,
10000729,V00004LENTESDESEGURIDADARGONAFOSCUROSLIB_9A730534,V00004 LENTES DE SEGURIDAD ARGON AF OSCUROS // LIBUS,15,unidades,2.9,
10000729,V00003LENTESDESEGURIDADARGONAFCLAROSLIBU_18605F69,V00003 LENTES DE SEGURIDAD ARGON AF CLAROS // LIBUS,15,unidades,2.9,
10000729,V00039SOBRELENTESDESEGURIDADCLAROSOTGCLU_B43837FA,V00039 SOBRELENTES DE SEGURIDAD CLAROS OTG // CLUTE,15,unidades,14.0,
10000729,H00055GUANTESG40KLEENGUARDNITRILOKIMBERL_61160871,H00055 GUANTES G40 KLEENGUARD NITRILO // KIMBERLY CLARK,20,unidades,8.6,
10000729,U00021CAPOTINIMPERMEABLEPVCSEGPRO_C44EF26B,U00021 CAPOTIN IMPERMEABLE PVC // SEGPRO,10,unidades,15.5,
10000730,KC3000SSD512GBKINGSTONKC3000M22280NVMEPC_383F8859,KC3000  - SSD 512GB KINGSTON KC3000 M.2 2280 NVMe PCIe,1,unidades,61.2,
10000731,SERVICIODETRANSPORTEDECARGAANIVELNACIONA_34856EB1,SERVICIO DE TRANSPORTE DE CARGA A NIVEL NACIONAL DE LIMA A CHUPACA CLIENTE: EB CONSORCIO  GESTOR COLEGIO:  I.E 19 DE ABRIL SERVICIO REALIZADO EL 14 Y 17 DE ABRIL,1,unidades,2500.0,
10000732,SERVICIODETRANSPORTEDECARGAANIVELNACIONA_7AF3F53D,SERVICIO DE TRANSPORTE DE CARGA A NIVEL NACIONAL,1,unidades,3000.0,
10000733,SERVICIODETRANSPORTEDECARGAANIVELNACIONA_78D697E3,SERVICIO DE TRANSPORTE DE CARGA A NIVEL NACIONAL LIMA A CHUPACA Y CONCEPCIÓN TRASLADO DE COCHES PARA LOS COLEGIOS 19 DE ABRIL Y 9 DE JULIO,1,unidades,3500.0,
10000734,SERVICIODETRANSPORTEDECARGAANIVELNACIONA_D81C2F8F,SERVICIO DE TRANSPORTE DE CARGA A NIVEL NACIONAL  LIMA A JUNÍN I.E 6 DE AGOSTO SERVICIO REALIZADO EL 24 Y 26 DE ABRIL,1,unidades,20170.0,
10000735,SERVICIODETRANSPORTEDECARGAANIVELNACIONA_BCD3D47A,SERVICIO DE TRANSPORTE DE CARGA A NIVEL NACIONAL  LIMA A CONCEPCIÓN. I.E 9 DE JULIO,1,unidades,9000.0,
10000736,UTILESDELIMPIEZAMESMAYO_E9A5081D,UTILES DE LIMPIEZA MES MAYO,1,unidades,2318.58,
10000737,PAPELTOALLASUPREMEMULTIFOLDAIRFLEXX40G18_77967829,"PAPEL TOALLA SUPREME MULTIFOLD AIRFLEX X 40G, 18X150-KCC CAJA X 18 PAQUETES X 150 HJS",3,unidades,152.54,
10000738,MAGICKEYBOARDFORIPADPRO13INCHSPANISHBLAC_695BE3E7,MAGIC KEYBOARD FOR IPAD PRO 13 INCH SPANISH BLACK MWR53E/A,1,unidades,398.51,
10000739,SERVICIODETRANSPORTEDECARGAANIVELNACIONA_C1ECAA95,SERVICIO DE TRANSPORTE DE CARGA A NIVEL NACIONAL DE LIMA A CRISTO NOS VALGA - SECHURA - PIURA TRASLADO DE EQUIPAMIENTO PARA EL COLEGIO SAN CRISTO,1,unidades,3500.0,
10000740,KITESMERILADORMULTIFUNCIONALDREMEL_33EF7E20,KIT ESMERILADOR MULTIFUNCIONAL DREMEL,1,unidades,5819.92,
10000741,83A100GJLMNBLENOVOV15G4I513420H21GHZ8GB5_37FADE7A,83A100GJLM - NB LENOVO V15 G4 I5 13420H 2.1GHZ 8GB 512GB SSD,1,unidades,392.82,
10000742,NOTEBOOKHP255G10ATHLON8256FREE9E527LAABM_0FEC19FC,NOTEBOOK HP 255G10 ATHLON/8/256/FREE 9E527LA#ABM,1,unidades,214.0,
10000742,CASETEROSATXTE1311WHITE_8C556EBF,CASE TEROS ATX TE1311 WHITE,1,unidades,30.0,
10000742,MONITORTEROS27FHD180HZ1MSCURVOTE2766G_EF2E5662,MONITOR TEROS 27” FHD 180HZ 1MS CURVO TE2766G,1,unidades,105.0,
10000743,PROYECTOREPSONBRIGHTLINKEB770FI_A27DCA07,PROYECTOR EPSON BRIGHTLINK EB-770FI,2,unidades,2030.0,
10000743,DISCOSOLIDOHDSEAGATE6TBSATA5400HDIST6000_732623A5,DISCO SOLIDO HD SEAGATE 6TB SATA 5400 HDIST6000DM003,1,unidades,145.0,
10000743,MEMORIAUSBKINGSTONUSBDTX64GB_C721F0D7,MEMORIA USB KINGSTON USB DTX/64GB,100,unidades,3.04,
10000743,ESTABILIZADORCDPR2CAVR1008I_18518AFA,ESTABILIZADOR CDP R2C-AVR1008I,6,unidades,10.2,
10000743,TARJETAMADREMBASPRIMEH610MKSVLDDR4_1B9EE64B,TARJETA MADRE MB AS PRIME H610M-K S/V/L DDR4,3,unidades,63.25,
10000744,CASSETTEMPO12PTOSY12LCDXOM4FIBERMAXMFC42_0AC23E8A,CASSETTE MPO 12PTOS Y 12 LC DX OM4 FIBERMAX MFC4-2MPO-12LC-OM4-SK,2,unidades,264.63,
10000745,AURICULARESLOGITECHHEADSETH390USBSTHEH11_46F53FFF,AURICULARES LOGITECH HEADSET H390 USB STHEH112,10,unidades,19.0,
10000746,MEMORIARAM32GBEASTRGB320GD4ME32KF432C16B_86BB39B2,MEMORIA RAM 32G BEAST RGB 3.20G D4 ME32KF432C16BB2,2,unidades,59.5,
10000747,HERRAMIENTAVERSATIP200DREMEL_781E5161,HERRAMIENTA VERSATIP 200 DREMEL,1,unidades,322.03,
10000748,NOTEBOOKLENOVO83A100QXLMV15GIRUI7512GBSS_D576ECFC,"NOTEBOOK LENOVO 83A100QXLM V15 G$ IRU I7 512GB SSD M.2 15.6"" FREEDOS",1,unidades,487.2,
10000749,51493CUCHILLAREFORZADA18MMCONALMAMETALIC_12801E97,51493 - CUCHILLA REFORZADA 18 MM CON ALMA METALICA 22396 PRETUL,3,unidades,5.9,
10000749,47117CINTAAISLANTETEMFLEX155VINILO34X18M_34A3057D,"47117 - CINTA AISLANTE TEMFLEX 155 VINILO 3/4""X 18MTS NEGRO (3M-1000)",10,unidades,4.17,
10000749,10664AUTORROSCANTECPAN8X2XPZAUNIDAD_1D622AC9,"10664 - AUTORROSCANTE C/PAN 8X2"" X PZA. – UNIDAD",250,unidades,0.12,
10000749,10928ARANDELAPLANA14XPIEZA_3FD4C15D,"10928 - ARANDELA PLANA 1/4"" X PIEZA",100,unidades,0.1,
10000749,69144BROCASDSPLUS38X6BS38X611272TRUPERPZ_417CFD1E,"69144 - BROCA SDS PLUS 3/8 X 6"" BS-3/8X6 11272 TRUPER - PZA",4,unidades,9.92,
10000749,17098WINCHAPASACABLENYLONX10MTSTKLPZA_E4577196,17098 - WINCHA PASACABLE NYLON X 10 MTS. TKL - PZA,6,unidades,7.87,
10000750,PERNOCOCHEZINCG2UNC14X34E_C81AFE08,"PERNO COCHE ZINC G-2 UNC 1/4 X 3/4"" (E)",100,unidades,0.041,
10000750,TUERCAHEXG2ZINC14_2E23F481,"TUERCA HEX G-2 ZINC 1/4""",100,unidades,0.02,
10000750,ARANDELAPLANAFEZINC14_98C3004E,"ARANDELA PLANA FE ZINC 1/4""",100,unidades,0.014,
10000750,TORNILLOAUTORROSCANTECPANINOX3048X2E_C94ED3BA,"TORNILLO AUTORROSCANTE C/PAN INOX 304 #8 X 2"" (E)",220,unidades,0.052,
10000751,SERVICIODEALQUILERDEGRUA3HORASUNOPERARIO_054913D8,SERVICIO DE ALQUILER DE GRUA - 3HORAS UN OPERARIO / x hora S/.230,1,unidades,584.7457627118645,
10000752,SOPORTECOLGADORDEPARED20X15X5CMCONSTRUID_E4E31EF4,"SOPORTE COLGADOR DE PARED (20x15x5cm)
Construido con plancha LAF de 2,00mm de grosor/Producto Nacional /Pintada, base previa y Pintura al horno elestrostatico",10,unidades,20.0,
10000753,COOLERTEROSPARANOTEBOOKTE7020NHASTA1562F_1A05A77C,COOLER TEROS PARA NOTEBOOK TE7020N HASTA 15.6” 2 FAN DE 12 C,2,unidades,7.5,
10000754,MOUSELOGITECHM280910004284WIRELESSBLACK_37F30B0A,MOUSE LOGITECH M280  910 004284 WIRELESS BLACK,2,unidades,13.48,
10000754,TECLADOMOUSELOGITECHWIRELESS920008673MK5_DE8A0B20,TECLADO + MOUSE LOGITECH WIRELESS 920 008673 MK540 ADVANCED,1,unidades,33.02,
10000754,AUDIFONOLOGITECH981000587H151CONMICROFON_E0B19ACB,AUDIFONO LOGITECH 981 000587 H151 CON MICROFONO STEREO NEGRO,4,unidades,11.83,
10000755,FUENTEDEENERGIAFORZAFPPT12021200W3AC8DCO_34EC76C2,FUENTE DE ENERGIA FORZA FPP-T1202 1200W 3AC/8DC OUT LMFP 220V,2,unidades,650.0,
10000756,CENTRALELECTRICAPORTATILWSHA110VA220VBAN_725E94B0,CENTRAL ELECTRICA PORTATIL WSHA 110V A 220V BANCO DE ENERGIA,8,unidades,1217.06,
10000757,CFQ7TTC0LHSF0001P1YAPOWERBIPRONCECOMANNL_C3036B85,CFQ7TTC0LHSF0001P1YA - Power BI Pro (NCE COM ANN)  LICENCIAS,5,unidades,141.47,
10000758,6198242INSPIRONI3520CI58GB512GBLX156INLA_8BBA2A57,6198242 - INSPIRON I3520-Ci5-8GB-512GB-LX-15.6in - LAPTOP DELL,1,unidades,361.75,
10000758,FLETE_5B9D75A8,FLETE,1,unidades,5.9,
10000759,CARGADORDEPAREDGENIUSPD20ACP20WFASTCHARG_734D6FF3,CARGADOR DE PARED GENIUS PD-20ACP 20W FAST CHARGE 1 USB-C 1,24,unidades,6.44,
10000760,CARGADORDEPAREDGENIUSPD20ACP20WFASTCHARG_734D6FF3,CARGADOR DE PARED GENIUS PD-20ACP 20W FAST CHARGE 1 USB-C 1,1,unidades,6.44,
10000761,WPP30MÓDULODEPRESENTACIÓNINALÁMBRICOWPP3_F0C13B77,"WPP30 MÓDULO DE PRESENTACIÓN INALÁMBRICO WPP30, MARCA YEALINK",1,unidades,224.0,
10000761,VCM36WPACKAGEMICRÓFONOINALÁMBRICOPARASIS_4DCC6F42,"VCM36-W PACKAGE MICRÓFONO INALÁMBRICO PARA SISTEMA DE VIDEOCONFERENCIA CM36-W PACKAGE, MARCA YEALINK",1,unidades,210.0,
10000762,KITA40031YEALINKBARRADEVIDEOBARA40YPANEL_5D83441E,KIT A40-031 – YEALINK BARRA DE VIDEO BAR A40 Y PANEL CTP25 YEALINK,1,unidades,1568.0,
10000763,ASESORIAENELABORACIONDEPREPROYECTOPARASI_70D0CD1C,"ASESORIA EN ELABORACION DE PREPROYECTO PARA SISTEMA DE PAGING, VIDEO MAPPING, DISTRIBUCIÓN DE VIDEO Y CONTROL DE INTEGRADO DE SISTEMAS INCLUYE:
- ELABORACIÓN DE BOM DE EQUIPOS
- ELABORACION DE DIAGRAMAS
- PLANOS DE UBICACIONES Y CANALIZACIONES
- MAPA DE CALOR DE SISTEMA DE AUDIO",1,unidades,228.813559322034,
10000764,PASACABLEBLANCODE60MM_1715752B,PASACABLE BLANCO DE 60MM,40,unidades,3.35,
10000765,RETIRODESENSORESYAINSTALADOSPORTRABAJOSE_060AA949,"RETIRO DE SENSORES YA INSTALADOS, POR TRABAJOS EN TECHOS, CIELOS RASOS, INSTALACIÓN DE CAJAS DE REGISTROS, COLOCACIÓN DE PALILLAJE, TECHO DE MADERA, TRABAJOS DE OBRAS CIVILES (PRIMER PISO CAFETERIA) REINSTALACIÓN DE SENSORES EN TECHO Y/O EN CIELOS RASOS",34,unidades,125.0,
10000765,REINSTALACIÓNDEESTACIÓNMANUALPORRETIRODE_BA3C76BC,"REINSTALACIÓN DE ESTACIÓN MANUAL, POR RETIRO DE CABLEADO PARA INSTALACIÓN DE CANALIZACIÓN, UBICADA EN PISO 1 CAFETERIA",1,unidades,125.0,
10000766,KITESMERILADORMULTIFUNCIONALDREMEL_33EF7E20,KIT ESMERILADOR MULTIFUNCIONAL DREMEL,4,unidades,332.63,
10000767,CUBREZAPATOSDESECHABLESCAJAX100UNIDADES4_ACEE9DD5,CUBRE ZAPATOS DESECHABLES CAJA X 100 UNIDADES – 4 CAJAS,4,unidades,10.17,
10000768,AMM01330M1GUSSOPORTEDEMONITOR13A30ESCRIT_8B89B98D,AMM01330M1GUS - SOPORTE DE MONITOR 13” A 30” ESCRITORIO,17,unidades,173.73,
10000769,ENCHUFEHEMBRAMENNEKES16A6H200250V2PIP44T_981817E9,ENCHUFE HEMBRA MENNEKES 16A-6H / 200-250V 2P+ IP44 TIPO 510 AZUL,15,unidades,15.25,
10000770,FUENTEADAPTADOR110VACA12V5A_0A788D10,FUENTE ADAPTADOR 110VAC A 12V 5A,1,unidades,18.64,
10000771,SERVICIODETRANSPORTEDECARGAANIVELLOCALDE_529DF5B2,SERVICIO DE TRANSPORTE DE CARGA A NIVEL LOCAL  DE SAN ISIDRO A SANTA ANITA DE LOS OLIVOS A SANTA ANITA CHOFER + 1 AUXILIAR 10 m3,1,unidades,491.53,
10000772,KITESMERILADORMULTIFUNCIONALDREMEL_33EF7E20,KIT ESMERILADOR MULTIFUNCIONAL DREMEL,1,unidades,5293.64,
10000773,PROYECTOREPSONPOWERLITE1183LCDXGAV11HA03_7091627B,PROYECTOR EPSON POWERLITE 118 3LCD XGAV11HA03020,1,unidades,519.0,
10000774,SERVICIODECONFIGURACIÓNYCALIBRACIONCERTI_F2740080,SERVICIO DE CONFIGURACIÓN Y CALIBRACION CERTIFICADOR WX4500-FA,1,unidades,500.0,
10000775,CABLEHDMIAHDMIDELCOMUHD4K2K3MT_B470B508,CABLE HDMI A HDMI DELCOM UHD 4K/2K  3MT,37,unidades,23.71,
10000776,CARTUCHODEGASPARAMECHEROBUNSENCOD0500300_09BD85F5,"CARTUCHO DE GAS PARA MECHERO BUNSEN COD 050.03.001 ISOLAB, PARA MECHERO BUNSEN 050.01.004",29,unidades,46.61,
10000777,UNIDADDEESTADOSOLIDOKINGSTONA400480GBSAT_11D5CC2B,"UNIDAD DE ESTADO SOLIDO KINGSTON A400, 480GB, SATA 6GB/S, 2.5”, 7MM",6,unidades,37.64,
10000777,KITDEMONTAJEKINGSTONSNABR235PARASSD25_C2A1E923,KIT DE MONTAJE KINGSTON SNA-BR2/35 PARA SSD 2.5,5,unidades,1.51,
10000778,ADAPTADORUGREENDISPLAYPORTAVGAMALETOFEMA_16CF6EAD,ADAPTADOR UGREEN DISPLAYPORT A VGA MALE TO FEMALE ADPT. 4K C,50,unidades,5.17,
10000779,PROCESADORINTELCOREULTRA9285250560GHZCPU_D69CE8B3,PROCESADOR INTEL CORE ULTRA 9 285 2.50 /5.60GHZ CPU9285,1,unidades,569.0,
10000779,TARJETAMADREMSIB860MGAMINGPLUSWIFICHIPSE_57FF5396,"TARJETA MADRE MSI B860M GAMING PLUS WIFI, CHIPSET INTEL B860",1,unidades,182.0,
10000779,FUENTEDEALIMENTACIÓNGIGABYTEP750BS750WAT_39C78738,"FUENTE DE ALIMENTACIÓN GIGABYTE P750BS, 750W, ATX, 80 PLUS BRONZE, 100V ~ 240VAC.",1,unidades,52.16,
10000779,UNIDADENESTADOSOLIDOKINGSTONFURYRENEGADE_F006497F,"UNIDAD EN ESTADO SOLIDO KINGSTON FURY RENEGADE 4TB, M.2 2280 PCIE 4.0 NVME.",1,unidades,279.8,
10000779,CASEASUSTUFGAMINGGT302ARGBGT302ARGBFANSW_5C075E9C,CASE ASUS TUF GAMING GT302 ARGB GT302/ARGB_FANS/WHT,1,unidades,127.8,
10000779,REFRIGERADORLÍQUIDODECPUMSIMAGCORELIQUID_EB1DE8F1,REFRIGERADOR LÍQUIDO DE CPU MSI MAG CORELIQUID A13 360 WHITE,1,unidades,62.42,
10000779,MEMORIAKINGSTONFURYBEAST32GBDDR55200MHZP_E92C406F,"MEMORIA KINGSTON FURY BEAST 32GB DDR5-5200MHZ, PC5-41600, CL",2,unidades,79.5,
10000780,PRUEBASDEDISPOSITIVOSYPROGRAMACIONDELPAN_91720A00,PRUEBAS DE DISPOSITIVOS Y PROGRAMACION DEL PANEL DACI,1,unidades,850.0,
10000781,DETECTORDEHUMO02HILOSMARCAMIRCOM_CB6D7C71,DETECTOR DE HUMO 02 HILOS MARCA MIRCOM,2,unidades,97.0,
10000781,INSTALACIONYPROGRAMACIONENELPANELDACI_2F4DA166,INSTALACION Y PROGRAMACION EN EL PANEL DACI,1,unidades,150.0,
10000782,COMPUTADORALENOVOTHINKCENTRENEO50SGEN5CO_032C8434,"COMPUTADORA LENOVO THINKCENTRE NEO 50S GEN 5, CORE I7-14700 5.4GHZ, 16GB DDR5-5600",5,unidades,759.0,
10000782,MONITORLENOVOTHINKVISIONS22I30215WLEDIPS_CB4428F5,"MONITOR LENOVO THINKVISION S22I-30, 21.5” WLED IPS, ANTI GLARE, 75HZ, 1 X HDMI, 1 X VGA",5,unidades,89.0,
10000782,NOTEBOOKLENOVOV15G4IRU156FHDTNCOREI71355_1FEC8147,"NOTEBOOK LENOVO V15 G4 IRU,15.6” FHD TN, CORE I7-1355U HASTA 5.0GHZ,16GB DDR4-3200MHZ",1,unidades,582.03,
10000783,NOTEBOOKLENOVOTHINKPADT16GEN316WUXGAIPSC_D115D1D4,"NOTEBOOK LENOVO THINKPAD T16 GEN 3 16” WUXGA IPS, CORE ULTRA 7 155U HASTA 4.8GHZ 16GB DDR5",2,unidades,1449.0,
10000783,NOTEBOOKLENOVOTHINKPADL14GEN514WUXGAIPSC_B93FE657,NOTEBOOK LENOVO THINKPAD L14 GEN 5 14” WUXGA IPS CORE ULTRA 5 125U 4.3GHZ 16GB DDR5 5600,3,unidades,959.01,
10000783,NOTEBOOKLENOVOTHINKPADE16GEN216WUXGAIPSC_4BD907BF,"NOTEBOOK LENOVO THINKPAD E16 GEN 2 16” WUXGA IPS, CORE ULTRA 5 125U HASTA 4.3GHZ 16GB DDR5",2,unidades,915.0,
10000784,ACCESORIOSPARAHERRAMIENTASROTATIVAS276PC_9227F45A,ACCESORIOS PARA HERRAMIENTAS ROTATIVAS 276 PCS TRUPER C62,12,unidades,54.24,
10000785,CARGADORLE5V2A12V3A15V3A20V2A20V325A65WT_69152F73,CARGADOR LE 5V 2A / 12V 3A / 15V 3A / 20V 2A / 20V 3.25A 65W TIPO C UND 0305062,1,unidades,127.12,
10000785,CARGADORSA14V3A42W6544UND0305059_753E9163,CARGADOR SA 14V 3A 42W 6.5*4.4 UND 0305059,4,unidades,33.9,
10000785,CARGADORAS20V120A240W6037PUNTAAGUJAPEQUN_A6DC3010,CARGADOR AS 20V 12.0A 240W 6.0*3.7 PUNTA AGUJA - PEQ UND 0315104,1,unidades,101.69,
10000786,CABLE4MMNH90_603AF6DB,CABLE 4 MM NH-90,1,unidades,199.15,
10000786,TOMACORRIENTEMODUSSTALY01_82669C3D,TOMACORRIENTE MODUS STALY-01,5,unidades,27.12,
10000786,CAJARECTANGULARPAVCO01_47254F1E,CAJA RECTANGULAR PAVCO-01,5,unidades,1.69,
10000787,CABLETIPO8ESPIGAREDONDAORIGINAL_82CC5325,CABLE TIPO 8 ESPIGA REDONDA ORIGINAL,45,unidades,5.93,
10000788,TRANSFORMADOR12V15A_440B9526,TRANSFORMADOR 12V/1.5A,24,unidades,18.64,
10000789,ADAPTADOR24V3ADC55X21MM0X1079_4F108800,ADAPTADOR 24V 3A DC 5.5X2.1MM - 0X-1079,1,unidades,46.61,
10000790,PERNOSHEXAGONAL38114_1827FB6E,PERNOS HEXAGONAL 3/8*11/4,30,unidades,0.34,
10000790,RIELUNISTRUDBAJO2MM3MTRPESADA_B925F460,RIEL UNISTRUD BAJO 2MM * 3MTR. PESADA,4,unidades,29.66,
10000790,ABRAZADERAUNISTRUD12UND_AB0057D9,ABRAZADERA UNISTRUD 1/2 UND,8,unidades,0.85,
10000790,TACOEXPANCION38UND_09ADAE4B,TACO EXPANCION 3/8 UND,20,unidades,0.51,
10000791,CONECTORJACKRJ45CAT6FURUKAWA_2CE460A3,CONECTOR JACK RJ-45 CAT 6 FURUKAWA,1,unidades,15.25,
10000792,CONECTORJACKRJ45CAT6FURUKAWA_2CE460A3,CONECTOR JACK RJ-45 CAT 6 FURUKAWA,4,unidades,15.25,
10000793,TRANSFORMADORESPOTENCIA750WATTSENTRADA22_266F934C,TRANSFORMADORES POTENCIA 750 WATTS ENTRADA 220 VOLTIOS SALIDA 110 VOLTIOS,35,unidades,127.12,
10000794,CABLESDEPODERMODELOCHUKODE3METROS_4AA33EC4,CABLES DE PODER MODELO CHUKO DE 3 METROS,2,unidades,21.18,
10000795,CABLETIPO8CHICOESPIGAREDONDAORIGINAL_867EDEC4,CABLE TIPO 8 CHICO ESPIGA REDONDA ORIGINAL,30,unidades,5.93,
10000796,CABLETIPO8CHICOESPIGAREDONDAORIGINAL_867EDEC4,CABLE TIPO 8 CHICO ESPIGA REDONDA ORIGINAL,63,unidades,5.93,
10000797,CABLETIPO8CHICOESPIGAREDONDAORIGINAL_867EDEC4,CABLE TIPO 8 CHICO ESPIGA REDONDA ORIGINAL,44,unidades,5.93,
10000797,CABLETRÉBOLCONESPIGATRIPLEENLINEA_6C540E11,CABLE TRÉBOL CON ESPIGA TRIPLE EN LINEA,85,unidades,15.26,
10000797,CABLESHUKOPOWER_35196236,CABLE SHUKO POWER,25,unidades,9.32,
10000798,MONITORTEROSTE2732S27VA100HZ1920X1080FUL_372B4047,"MONITOR TEROS TE-2732S, 27” VA, 100HZ, 1920X1080, FULL HD HDMI, DP, VESA, FREESYNC",1,unidades,95.03,
10000798,MEMORIATEAMGROUPELITE16GBDDR4SODIMM2666M_09EE6313,"MEMORIA TEAMGROUP ELITE, 16GB, DDR4, SO-DIMM, 2666 MHZ 1.2V, CL 19-19-19-43",2,unidades,26.8,
10000798,MEMORIARAMKINGSTON8GB3200MHZDDR4CL22SODI_D0FE7DE0,MEMORIA RAM KINGSTON 8GB 3200MHZ DDR4 CL22 SODIMM,5,unidades,14.1,
10000799,121981CAFETERAOSTER2118015BVSTDCS12B053_4E75F926,121981 - CAFETERA OSTER - 2118015/BVSTDCS12B053,2,unidades,134.75,
10000799,131883TERMOMIRAYTMA30S_0AAFE71F,131883 - TERMO MIRAY - TM-A30S,2,unidades,100.85,
10000800,NOTEBOOKLENOVOTHINKPAD21MB0012LME16GEN21_DB09561A,"NOTEBOOK LENOVO THINKPAD 21MB0012LM E16 GEN2, 16” WUXGA IPS CORE ULTRA 7 155H 4.8 GHZ, 16GB DDR5 SODIMM",11,unidades,1149.0,
